MOVIE_EARNINGS_RANK;MOVIE_GENRE;MOVIE_NAME;MOVIE_RATING;MOVIE_RUNTIME;MOVIE_YEAR;PERSON_DOB;PERSON_NAME;PERSON_POB;MID;REV
;D;Coquette;;76;1929;1888-01-08;Matt Moore;County Meath, Ireland;d9e6a7ae2363d6cfe81af75a391f9cf5;1-85a67346730d355dccc90d1ef3b97bcf
;D;Streetcar Named Desire, A;;122;1951;1912-10-01;Rudy Bond;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3931e570;1-331a14419a01683e2683b0a4e0c2d765
;D;Razor's Edge, The;;146;1946;1913-05-05;Tyrone Power;Cincinnati, Ohio, USA;d9e6a7ae2363d6cfe81af75a393b8ba3;1-533e435ddede20a44a3e820aeb6a48c1
;CR;Philadelphia Story, The;;112;1940;1914-10-30;Ruth Hussey;Providence, Rhode Island, USA;d9e6a7ae2363d6cfe81af75a3932479b;1-3d25c4f426779d2e93cfaa86a886f968
;D;Bad and the Beautiful, The;;118;1952;1897-09-23;Walter Pidgeon;East St. John, New Brunswick, Canada;d9e6a7ae2363d6cfe81af75a393de3f9;1-bc4a812e751f8008836f5002c30b51fe
;DE;Hud;;112;1963;1901-04-05;Melvyn Douglas;Macon, Georgia, USA;d9e6a7ae2363d6cfe81af75a3920e50d;1-b809f746d54f7ea6ba148f65eb2d1af8
;DRW;Mrs. Miniver;;134;1942;1897-09-23;Walter Pidgeon;East St. John, New Brunswick, Canada;d9e6a7ae2363d6cfe81af75a393dee9e;1-1ae4371b47a69061ee1edf8f2093523d
;D;Separate Tables;;100;1958;1912-08-15;Wendy Hiller;Bramhall, Cheshire, England, UK;d9e6a7ae2363d6cfe81af75a393e546a;1-9c7fe7397e401f83dfb2dd8b4d9d170d
;VDRW;For Whom the Bell Tolls;;170;1943;1889-12-26;Vladimir Sokoloff;Moscow, Russia;d9e6a7ae2363d6cfe81af75a393d1bd8;1-d10d41515b5916dbeaa19f198f073f1b
;D;I Want to Live!;;120;1958;1921-06-18;Wesley Lau;Sheboygan, Wisconsin, USA;d9e6a7ae2363d6cfe81af75a393e9669;1-0d1eabf746c4908e4e582e5dafd6c870
;D;Grand Hotel;;112;1932;1885-04-01;Wallace Beery;Kansas City, Missouri, USA;d9e6a7ae2363d6cfe81af75a393d3061;1-04cb6789079a300dd40001e5da9426a3
;D;Informer, The;;91;1935;1898-02-12;Wallace Ford;Bolton, Lancashire, England, UK;d9e6a7ae2363d6cfe81af75a393d3e6e;1-8114ae71ca5ca59a1ff1ee2ee30997ba
;VNCF;Horton Hears a Who!;;88;2008;1970-05-04;Will Arnett;Toronto, Ontario, Canada;d9e6a7ae2363d6cfe81af75a393ed696;1-7f6e69dd700866a67d0b45c44a153d7a
;DR;Kentucky;;95;1938;1894-07-25;Walter Brennan;Swampscott, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a393d53ec;1-e516616da9ceb19f41724df3b74ec2a0
;E;In Old Arizona;;95;1929;1889-03-29;Warner Baxter;Columbus, Ohio, USA;d9e6a7ae2363d6cfe81af75a393e1476;1-291a60ea3a8ba21ca4f35a976385d05e
;DM;In the Heat of the Night;;109;1967;1928-07-05;Warren Oates;Depoy, Kentucky, USA;d9e6a7ae2363d6cfe81af75a393e474c;1-134ebfe4199e27e0c62687f7a5593c98
;DE;Hud;;112;1963;1909-10-25;Whit Bissell;New York, New York, USA;d9e6a7ae2363d6cfe81af75a393ea521;1-0f5b380ca7d4696896e2dc309329fa6c
;CDF;Skippy;;85;1931;1886-01-01;Willard Robertson;Runnels, Texas, USA;d9e6a7ae2363d6cfe81af75a393f3de3;1-b888959fedf17218a08409cfd4e6a268
;CDR;Thousand Clowns, A;;118;1965;1927-03-31;William Daniels;Brooklyn, New York, USA;d9e6a7ae2363d6cfe81af75a393f73fd;1-b3ffcd0bc6c404a26d436b723a517e1b
;D;Country Girl, The;;104;1954;1918-04-17;William Holden;O'Fallon, Illinois, USA;d9e6a7ae2363d6cfe81af75a393fe20c;1-b598e57573c7e842f55acf5fa9b14256
;D;BUtterfield 8;;109;1960;1901-01-25;Mildred Dunnock;Baltimore, Maryland, USA;d9e6a7ae2363d6cfe81af75a3923187a;1-8fa406b384318ef3242fef54824c71e2
;CDW;Stalag 17;;120;1953;1918-04-17;William Holden;O'Fallon, Illinois, USA;d9e6a7ae2363d6cfe81af75a393fbb29;1-186f1781e43b086602ed29a242849c9e
;LR;American in Paris, An;;113;1951;1906-12-27;Oscar Levant;Pittsburgh, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3926af51;1-83b559a4c0fcd8811bedcfcaec2e5c72
;CDW;Mister Roberts;;123;1955;1892-07-29;William Powell;Pittsburgh, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a394028b6;1-2134fe5c32235ad901d6bfa12f2f9530
;D;Cyrano de Bergerac;;112;1950;1913-01-26;William Prince;Nichols, New York, USA;d9e6a7ae2363d6cfe81af75a394043ef;1-5d9e9ba221e685239d7aac4eb73cd255
;D;Goodbye, Mr. Chips;;114;1939;1908-01-10;Paul Henreid;Trieste, Austria-Hungary. [now in Italy];d9e6a7ae2363d6cfe81af75a392816f2;1-cc2c1ba297d9741485a094775209050b
;D;Watch on the Rhine;;114;1943;1887-05-26;Paul Lukas;Budapest, Austria-Hungary (now Budapest, Hungary);d9e6a7ae2363d6cfe81af75a3928643b;1-3c7931145f261da42f9b6ba21f91cb0b
;D;Life of Emile Zola, The;;116;1937;1895-09-22;Paul Muni;Lemberg, Austria-Hungary. [now Lviv, Ukraine];d9e6a7ae2363d6cfe81af75a39286d7f;1-a57cf879e6e83350215aaf95500f5715
;DE;Hud;;112;1963;1925-01-26;Paul Newman;Shaker Heights, Ohio, USA;d9e6a7ae2363d6cfe81af75a39289584;1-171b2b4d68496cf55663c0eab2f7bcac
;VCRW;African Queen, The;;105;1951;1912-03-21;Peter Bull;London, England, UK;d9e6a7ae2363d6cfe81af75a392962b0;1-e6e7ed861686241e142a1dafb25d3da7
;D;Come Back, Little Sheba;;99;1952;1902-03-23;Philip Ober;Fort Payne, Alabama, USA;d9e6a7ae2363d6cfe81af75a392a1b4a;1-b3d7634a000db44f9e38699de26e117c
;CR;Awful Truth, The;;91;1937;1904-06-17;Ralph Bellamy;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a392b583c;1-f17f606e2f098fb81f2705ef336123c7
;DW;Patton;;170;1970;1931-05-19;Stephen Young;;d9e6a7ae2363d6cfe81af75a3936302f;1-8aec7e137577e991165faa70a28a0f13
;CDR;Shakespeare in Love;R;122;1998;1963-01-01;Steve O'Donnell;;d9e6a7ae2363d6cfe81af75a3936811e;1-85bc8710275f59f6ae72678c6233481f
;DR;Saturday Night Fever;PG;118;1977;1952-07-17;Paul Pape;;d9e6a7ae2363d6cfe81af75a3928978c;1-14ffc2f2c5dccb2d29a5f45e297d6a78
141;NFL;Snow White and the Seven Dwarfs;;83;1937;1878-05-02;Roy Atwell;Syracuse, New York, USA;d9e6a7ae2363d6cfe81af75a3931c472;1-69abb21e7977f75ec42be42396146e06
125;DRW;Gone with the Wind;;238;1939;1892-07-11;Thomas Mitchell;Elizabeth, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39385125;1-248e12064ceba4d410c4cb0f04dfff24
166;VNFY;The Polar Express;G;99;2004;;Leslie Harter Zemeckis;;d9e6a7ae2363d6cfe81af75a391a4ae1;1-eb2b72c108acf584f2d1c69003efae30
145;CT;Ocean's Eleven;PG-13;116;2001;;Lori Galinski;;d9e6a7ae2363d6cfe81af75a391bec8c;1-b1f840b9e2fbec7efdb7c9c40b26e3f5
128;NVCFL;Happy Feet;PG;109;2006;;Johnny A. Sanchez;;d9e6a7ae2363d6cfe81af75a391112ba;1-9eb7aaf584161a824bae9398b807e936
91;VNCFRS;WALL-E;G;98;2008;;MacInTalk;;d9e6a7ae2363d6cfe81af75a391cad76;1-b11c0e95cb8adbda714930d160a7dab7
33;AVY;Lord of the Rings: The Fellowship of the Ring, The;PG-13;178;2001;;Noel Appleby;;d9e6a7ae2363d6cfe81af75a3925b97f;1-724712b1089fe3210ee49e46e36db867
130;AVNCFR;Ice Age: Dawn of the Dinosaurs;PG;94;2009;;Karen Disher;;d9e6a7ae2363d6cfe81af75a39150147;1-15f4cc7375c785ab829d35c6194f7a41
96;DYRT;Ghost;PG-13;128;1990;;Stanley Lawrence;;d9e6a7ae2363d6cfe81af75a3935b36a;1-4de949b259e6eac5ee020844247e30bb
84;VD;Cast Away;PG-13;143;2000;;Leonid Citer;;d9e6a7ae2363d6cfe81af75a391a2d9e;1-e691ec0cd70cef14346182ab4d07e43a
116;NCF;Ratatouille;G;110;2007;1972-04-15;Lou Romano;;d9e6a7ae2363d6cfe81af75a391c1530;1-cb6334ed55771a76faed9e7c6ebf7dbd
149;CY;Liar Liar;PG-13;86;1997;1988-11-17;Justin Cooper;;d9e6a7ae2363d6cfe81af75a3914a6b8;1-fc2b23bba5d8622216466500aeef1793
112;A;Mission: Impossible - Ghost Protocol;PG-13;133;2011;1960-11-08;Michael Nyqvist;;d9e6a7ae2363d6cfe81af75a3922259d;1-4f886c98fc0ed95296b1de7cf6019098
138;A;Sherlock Holmes: A Game of Shadows;PG-13;129;2011;1979-12-28;Noomi Rapace;;d9e6a7ae2363d6cfe81af75a3925d25a;1-57a452a8b973f37a4ce0457b17fb5b39
113;CR;Wedding Crashers;R;119;2005;1970-03-28;Vince Vaughn;Minneapolis, Minnesota, USA;d9e6a7ae2363d6cfe81af75a393c9f75;1-6791bc0e2cecf2ff8305da162b1b1c61
20;AVHS;Jurassic Park;PG-13;127;1993;1967-02-10;Laura Dern;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3918c472;1-b01cfe35ad274af04bf53d2a1d05bd39
78;AVY;Pirates of the Caribbean: On Stranger Tides;PG-13;137;2011;1963-06-09;Johnny Depp;Owensboro, Kentucky, USA;d9e6a7ae2363d6cfe81af75a391146f2;1-786176161ddb1a7f99f452b4602dc33f
115;VCFY;Charlie and the Chocolate Factory;PG;115;2005;1963-06-09;Johnny Depp;Owensboro, Kentucky, USA;d9e6a7ae2363d6cfe81af75a391147bb;1-ce76b55cf807baf936884debe350e310
153;AVT;Mission: Impossible;PG-13;110;1996;1938-12-29;Jon Voight;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a3911bb23;1-1fd95e72f5d41267d42dc00254bded72
110;ADW;300;R;117;2006;1973-10-03;Lena Headey;Bermuda;d9e6a7ae2363d6cfe81af75a3919c938;1-a8e7acec8c4a07d6d05585c02e7cb7d9
168;CR;There's Something About Mary;R;119;1998;1964-02-25;Lee Evans;Avonmouth, Bristol, England, UK;d9e6a7ae2363d6cfe81af75a391949a1;1-6b6d43939de282ae0c84cc2229618c6a
99;NCFYL;Aladdin;G;90;1992;1950-02-05;Jonathan Freeman;Cleaveland, Ohio, USA;d9e6a7ae2363d6cfe81af75a3911cfa7;1-7ddb0a7f25df8ee27e540a42e080b2e7
133;NCFY;Toy Story;G;81;1995;1943-11-12;Wallace Shawn;New York, New York, USA;d9e6a7ae2363d6cfe81af75a393d48bf;1-4cf890b006bde041b25c57766ccc919e
30;AVDST;Iron Man;PG-13;126;2008;1974-11-17;Leslie Bibb;Bismarck, North Dakota, USA;d9e6a7ae2363d6cfe81af75a391a3406;1-60ba8ce0c90f76fbd9e7cc4b5023ec96
120;DH;Exorcist, The;R;122;1973;1911-12-08;Lee J. Cobb;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39198af8;1-a7db301f2c06e9deddecc83325d8dde7
27;VNCFL;Lion King, The;G;89;1994;1981-09-08;Jonathan Taylor Thomas;Bethlehem, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3911f519;1-46617d402bd3c63e2874fe2ece25477b
176;ADT;Air Force One;R;124;1997;1984-03-14;Liesel Matthews;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a391ab75c;1-6080ff4429bd0f38e32c224e4fe92139
62;AVS;Star Trek;PG-13;127;2009;1931-03-26;Leonard Nimoy;Boston, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a391a014a;1-ab95592254c2125fa39838b70d99ab89
156;AYST;X-Men Origins: Wolverine;PG-13;107;2009;1967-10-04;Liev Schreiber;San Francisco, California, USA;d9e6a7ae2363d6cfe81af75a391ac430;1-e1262103eef25986efb5a77e3e41becf
2;DR;Titanic;PG-13;194;1997;1974-11-11;Leonardo DiCaprio;Hollywood, California, USA;d9e6a7ae2363d6cfe81af75a391a2bb8;1-1dd1a1899fea2fda46dfb7d5b1c2c9e0
64;D;The Blind Side;PG-13;129;2009;1989-03-18;Lily Collins;Guildford, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a391ad55c;1-967803efbb9c5f1eff935330073a7c4e
38;AS;Independence Day;PG-13;145;1996;1935-03-15;Judd Hirsch;The Bronx, New York, USA;d9e6a7ae2363d6cfe81af75a3912f796;1-7c77d8eacb9bd177b0cdb79d56e490f7
114;AVMT;Sherlock Holmes;PG-13;128;2009;1972-12-29;Jude Law;Lewisham, London, England, UK;d9e6a7ae2363d6cfe81af75a39130688;1-3c1ac51ecf6c9a6df9260c6454057f51
171;VC;Crocodile Dundee;PG-13;98;1986;1958-01-07;Linda Kozlowski;Fairfield, Connecticut, USA;d9e6a7ae2363d6cfe81af75a391b0efe;1-0193cb0fafa85542e7e4488993a00733
127;ANFS;Monsters vs Aliens;PG;94;2009;1970-05-04;Will Arnett;Toronto, Ontario, Canada;d9e6a7ae2363d6cfe81af75a393ed847;1-3740fad2fc8b9534e79956a1cac991f1
190;AVT;Casino Royale;PG-13;144;2006;1934-12-09;Judi Dench;York, North Yorkshire, England, UK;d9e6a7ae2363d6cfe81af75a39133616;1-5b096d3296f85484fd1fed19bc7d3f98
99;NCFYL;Aladdin;G;90;1992;1970-03-20;Linda Larkin;Hollywood, California, USA;d9e6a7ae2363d6cfe81af75a391b14dc;1-feb493f9ddddc896e6dce9b34522db47
67;NCF;Despicable Me;PG;95;2010;1970-05-04;Will Arnett;Toronto, Ontario, Canada;d9e6a7ae2363d6cfe81af75a393ee309;1-99496e35ecd7f74491924ec9061458d1
12;A;The Hunger Games;PG-13;142;2012;1990-01-13;Liam Hemsworth;Melbourne, Victoria, Australia;d9e6a7ae2363d6cfe81af75a391a8091;1-3801286eb381891f474620bb2016beef
122;AST;Armageddon;PG-13;144;1998;1954-06-14;Will Patton;Charleston, South Carolina, USA;d9e6a7ae2363d6cfe81af75a393ef08f;1-fff167c6e244ca520be8253511bf2feb
200;AVDY;Clash of the Titans;PG-13;106;2010;1952-06-07;Liam Neeson;Ballymena, Co. Antrim, Northern Ireland, UK;d9e6a7ae2363d6cfe81af75a391a9382;1-9001ca1f7940a0ef504ad5204021c6e7
128;NVCFL;Happy Feet;PG;109;2006;1973-12-01;Lombardo Boyar;El Paso, Texas, USA;d9e6a7ae2363d6cfe81af75a391bcb49;1-1ba19a15bbac8a1211656837c0dcd611
9;AVS;Star Wars: Episode I - The Phantom Menace;PG;133;1999;1952-06-07;Liam Neeson;Ballymena, Co. Antrim, Northern Ireland, UK;d9e6a7ae2363d6cfe81af75a391aa879;1-72bbb9403e21149891340058a29b12ec
89;AVMT;The Bourne Ultimatum;PG-13;111;2007;1981-03-28;Julia Stiles;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3913a995;1-655e0ef2eb9f350c1c9de639b06a3314
119;ADST;Terminator 2: Judgment Day;R;137;1991;1956-09-26;Linda Hamilton;Salisbury, Maryland, USA;d9e6a7ae2363d6cfe81af75a391b01a3;1-2e61abec3490182c6c1002192755093c
151;AVHST;Jurassic Park III;PG-13;92;2001;1950-03-13;William H. Macy;Miami, Florida, USA;d9e6a7ae2363d6cfe81af75a393fa403;1-91e05ac4d541a855cecb27515ce59f2f
199;DFL;Sound of Music, The;G;174;1965;1935-10-01;Julie Andrews;Walton-on-Thames, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a391412b9;1-2e3a5be4effee74d7d1605abef224234
61;VHT;Jaws;PG;124;1975;1937-08-16;Lorraine Gary;New York, New York, USA;d9e6a7ae2363d6cfe81af75a391bfa28;1-2a0474e36bd068acb2d330d10c4e443e
7;VNCFY;Shrek 2;PG;92;2004;1935-10-01;Julie Andrews;Walton-on-Thames, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a39141b2b;1-11955c271734eceedd15c69b76773667
80;VNCFY;Shrek Forever After;PG;93;2010;1935-10-01;Julie Andrews;Walton-on-Thames, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a3914289a;1-ea22d5ee593e5356defd59ea0118a7c8
123;NCFYLR;Tangled;PG;100;2010;1980-09-29;Zachary Levi;Lake Charles, Louisiana, USA;d9e6a7ae2363d6cfe81af75a3940e0b4;1-735fe2d403f1c4940d4ff0f9ba14cecc
122;AST;Armageddon;PG-13;144;1998;1977-07-01;Liv Tyler;Portland, Maine, USA;d9e6a7ae2363d6cfe81af75a391ba101;1-92ab00b0dcf82cce29662e9fcabe9029
62;AVS;Star Trek;PG-13;127;2009;1977-06-02;Zachary Quinto;Pittsburgh, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3940ef9a;1-08f33f94543edf5abeb7ebed36f286c7
90;ACT;Rush Hour 2;PG-13;90;2001;1979-02-09;Ziyi Zhang;Beijing, China;d9e6a7ae2363d6cfe81af75a39410d45;1-e64f3821857c9310941718674a92458b
146;NC;The Simpsons Movie;PG-13;87;2007;1950-09-07;Julie Kavner;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39145425;1-abef374aa59237ad87f9916ca3bc5ad0
123;NCFYLR;Tangled;PG;100;2010;1948-01-18;M.C. Gainey;Jackson, Mississippi, USA;d9e6a7ae2363d6cfe81af75a391c8ac7;1-dcebc34ac73ae517f3af1d3e4410da0b
25;VFY;Alice in Wonderland;PG;108;2010;1963-06-09;Johnny Depp;Owensboro, Kentucky, USA;d9e6a7ae2363d6cfe81af75a391125b0;1-0eef43f96237c2686001629d70a24397
10;AVCY;Pirates of the Caribbean: Dead Man's Chest;PG-13;150;2006;1963-06-09;Johnny Depp;Owensboro, Kentucky, USA;d9e6a7ae2363d6cfe81af75a391150dc;1-c5f76ea4f82d4ccda41d2c58c0710ea1
170;AVDMT;The Bourne Supremacy;PG-13;108;2004;1972-06-07;Karl Urban;Wellington, New Zealand;d9e6a7ae2363d6cfe81af75a39153d24;1-f3f06161e895e11008ece3dda7c58b37
198;C;Big Daddy;PG-13;93;1999;1962-11-28;Jon Stewart;New York, New York, USA;d9e6a7ae2363d6cfe81af75a39117785;1-e507d0d6186326751d0c787331465753
156;AYST;X-Men Origins: Wolverine;PG-13;107;2009;1979-06-01;Lynn Collins;Texas, USA;d9e6a7ae2363d6cfe81af75a391c7033;1-2491be79fa3a10c888159db4d69997e7
2;DR;Titanic;PG-13;194;1997;1975-10-05;Kate Winslet;Reading, Berkshire, England, UK;d9e6a7ae2363d6cfe81af75a39157aa4;1-0115717228e0319885c7b9019a8ec172
126;ADRW;Pearl Harbor;PG-13;183;2001;1938-12-29;Jon Voight;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a39117d43;1-768314cbaea124ccc95e767748925635
172;CF;Home Alone 2: Lost in New York;PG;120;1992;1980-08-26;Macaulay Culkin;New York, New York, USA;d9e6a7ae2363d6cfe81af75a391c9135;1-29b4431ef1c63a4c7f53d82ef254c976
92;AVCMT;National Treasure: Book of Secrets;PG;124;2007;1938-12-29;Jon Voight;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a3911956e;1-8118dda4a3526741c90cdf9e0f964639
174;AV;National Treasure;PG;131;2004;1938-12-29;Jon Voight;Yonkers, New York, USA;d9e6a7ae2363d6cfe81af75a3911a448;1-b22526a1e690e2fdae731d9bf84cfbaf
37;AVYS;Star Wars: Episode VI - Return of the Jedi;PG;134;1983;1951-09-25;Mark Hamill;Oakland, California, USA;d9e6a7ae2363d6cfe81af75a391ddf1e;1-e58c938f80fee66a13cf656ceb4f39ee
4;AT;The Dark Knight;PG-13;152;2008;1977-11-16;Maggie Gyllenhaal;Lower East Side, New York, New York, USA;d9e6a7ae2363d6cfe81af75a391cc87b;1-5f9bd3fb0b90377c31f0a1c3cb80d851
157;AV;Indiana Jones and the Temple of Doom;PG;118;1984;1971-08-20;Jonathan Ke Quan;Saigon, Vietnam;d9e6a7ae2363d6cfe81af75a3911d344;1-b3c491219520e44f755c2f62c4560bea
45;AVNCF;Up;PG;96;2009;2000-02-03;Jordan Nagai;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a3911fbe1;1-573f520f3c4f605eb1ece0d88b95bd90
19;D;Passion of the Christ, The;R;127;2004;1962-05-01;Maia Morgenstern;Bucharest, Romania;d9e6a7ae2363d6cfe81af75a391cfedd;1-9017f29ffe98ab4078b866c4ee32b36b
46;AMST;Inception;PG-13;148;2010;1981-02-17;Joseph Gordon-Levitt;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a391265f7;1-f3364e8331b5ad54d9a8b99659fa59cf
188;AVC;Wild Hogs;PG-13;100;2007;1965-04-16;Martin Lawrence;Frankfurt-am-Main, Hessen, Germany;d9e6a7ae2363d6cfe81af75a391ea674;1-3d74cf10a16b2821fefd7e01b05aa5a9
6;A;The Dark Knight Rises;PG-13;165;2012;1981-02-17;Joseph Gordon-Levitt;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a391274e4;1-6496dcbd987108fb65fd7cd773009a4c
193;AVD;Robin Hood: Prince of Thieves;PG-13;143;1991;1958-11-17;Mary Elizabeth Mastrantonio;Lombard, Illinois, USA;d9e6a7ae2363d6cfe81af75a391f1c85;1-630356dc9f68a9e2780199a6a700b755
102;ADW;Saving Private Ryan;R;170;1998;1970-10-08;Matt Damon;Cambridge, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a391f72b9;1-aae2b5568821a9fd95f3a6abc34401fa
38;AS;Independence Day;PG-13;145;1996;1957-05-26;Margaret Colin;Brooklyn, New York, USA;d9e6a7ae2363d6cfe81af75a391d58c0;1-9dab891e0d3680cd1eccc040527e00b8
126;ADRW;Pearl Harbor;PG-13;183;2001;1978-07-21;Josh Hartnett;San Francisco, California, USA;d9e6a7ae2363d6cfe81af75a3912e223;1-b0155dd461a8c465dead264c7462a632
163;ADR;Top Gun;PG;110;1986;1957-07-09;Kelly McGillis;Newport Beach, California, USA;d9e6a7ae2363d6cfe81af75a39167585;1-ffd78e8ac799681cc7ff4a6db1975389
138;A;Sherlock Holmes: A Game of Shadows;PG-13;129;2011;1972-12-29;Jude Law;Lewisham, London, England, UK;d9e6a7ae2363d6cfe81af75a391302fb;1-28f61ef38bcc60791aa86b1a56a96c03
66;C;The Hangover Part II;R;102;2011;0000-00-00;Ken Jeong;Greensboro, North Carolina, USA;d9e6a7ae2363d6cfe81af75a39169d82;1-e0edb63455f91e162cc590f5f92e017f
177;D;Apollo 13;PG;140;1995;1958-07-08;Kevin Bacon;Philadelphia, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a3916dfdc;1-00d7cc694e36dc9604863899623e9526
187;AVT;Quantum of Solace;PG-13;106;2008;1934-12-09;Judi Dench;York, North Yorkshire, England, UK;d9e6a7ae2363d6cfe81af75a39134477;1-c647bb123163902d8be0196745efd808
147;CYR;What Women Want;PG-13;127;2000;1956-01-03;Mel Gibson;Peekskill, New York, USA;d9e6a7ae2363d6cfe81af75a39208146;1-a5fa9de7843ae6788e045a978f757664
170;AVDMT;The Bourne Supremacy;PG-13;108;2004;1981-03-28;Julia Stiles;New York, New York, USA;d9e6a7ae2363d6cfe81af75a3913b308;1-3704747c5ff5ecdb98a53e6cc5866aa8
86;AVHST;Lost World: Jurassic Park, The;PG-13;129;1997;1960-12-03;Julianne Moore;Fayetteville, North Carolina, USA;d9e6a7ae2363d6cfe81af75a3913f0f1;1-f8725027b546776ec07cc1c810ec6370
5;AVYS;Star Wars;PG;121;1977;1951-09-25;Mark Hamill;Oakland, California, USA;d9e6a7ae2363d6cfe81af75a391de609;1-fd0cade3bdb9fdcc6bb2ba2241bd7544
144;AMT;Fugitive, The;PG-13;130;1993;1960-12-03;Julianne Moore;Fayetteville, North Carolina, USA;d9e6a7ae2363d6cfe81af75a3913fdda;1-84d9328b40af2acead7ed2d4074b6c08
124;AVYS;Superman Returns;PG-13;154;2006;1959-07-26;Kevin Spacey;South Orange, New Jersey, USA;d9e6a7ae2363d6cfe81af75a39174327;1-8f41fcbcd88dbdc18663269e475bf0de
114;AVMT;Sherlock Holmes;PG-13;128;2009;1963-01-01;Mark Strong;London, England, UK;d9e6a7ae2363d6cfe81af75a391e06ed;1-c8dcb852d37177d4273ddcf66edd900f
67;NCF;Despicable Me;PG;95;2010;1935-10-01;Julie Andrews;Walton-on-Thames, Surrey, England, UK;d9e6a7ae2363d6cfe81af75a3914041c;1-097f01460d740ff6156e973d074084ee
148;AVDT;Perfect Storm, The;PG-13;129;2000;1971-06-05;Mark Wahlberg;Dorchester, Massachusetts, USA;d9e6a7ae2363d6cfe81af75a391e1f70;1-fd281fb2fa2aa4908e305e656bb1d607
127;ANFS;Monsters vs Aliens;PG;94;2009;1966-12-21;Kiefer Sutherland;London, England, UK;d9e6a7ae2363d6cfe81af75a3917703b;1-3a8ef42afec6f563ecb0479e98c55e34
55;CM;The Hangover;R;100;2009;1978-07-21;Justin Bartha;West Bloomfield, Michigan, USA;d9e6a7ae2363d6cfe81af75a39147878;1-a26583b299a82c33945c0c8e07ae4d8f
68;AYT;Batman;PG-13;126;1989;1953-12-08;Kim Basinger;Athens, Georgia, USA;d9e6a7ae2363d6cfe81af75a39178788;1-935e472cbc0b0b493a0f64535751bfa0
94;CD;Mrs. Doubtfire;PG-13;125;1993;1952-07-21;Robin Williams;Chicago, Illinois, USA;d9e6a7ae2363d6cfe81af75a39307e5c;1-c119b566d8508442c65dc7e7617103a8
59;A;The Amazing Spider-Man;PG-13;136;2012;1940-08-03;Martin Sheen;Dayton, Ohio, USA;d9e6a7ae2363d6cfe81af75a391ebd03;1-98f4319c2af97659043f3a669a24caee
41;DYR;The Twilight Saga: Eclipse;PG-13;124;2010;1990-04-09;Kristen Stewart;Los Angeles, California, USA;d9e6a7ae2363d6cfe81af75a39182179;1-a0335bcea207b1bc4ebfde94db242320
134;VNCF;Cars 2;G;106;2011;1933-03-14;Michael Caine;Rotherhithe, London, England, UK;d9e6a7ae2363d6cfe81af75a39218fe0;1-dfe8fbecc8aee0b5b3f04b4e5ecb9920
134;VNCF;Cars 2;G;106;2011;1963-02-17;Larry The Cable Guy;Pawnee City, Nebraska, USA;d9e6a7ae2363d6cfe81af75a3918bcce;1-7063728ed0e4813a0bc8c0cc7e1feb37
123;NCFYLR;Tangled;PG;100;2010;1950-04-13;Ron Perlman;New York City, New York, USA;d9e6a7ae2363d6cfe81af75a3931012d;1-ce7475e021a76b410ecd789cdb2771a6
75;AV;Raiders of the Lost Ark;PG;115;1981;1935-09-28;Ronald Lacey;Harrow, London, England, UK;d9e6a7ae2363d6cfe81af75a393124ea;1-e800776c3b27f89f3a52915d0ebcde92
7;VNCFY;Shrek 2;PG;92;2004;1963-05-25;Mike Myers;Scarborough, Ontario, Canada;d9e6a7ae2363d6cfe81af75a3922e8ad;1-364e84a1f1d6d9850eb669aebf469683
90;ACT;Rush Hour 2;PG-13;90;2001;1970-03-14;Roselyn Sanchez;San Juan, Puerto Rico;d9e6a7ae2363d6cfe81af75a3931939c;1-3805f4ee8bfc56dd3ca3d690c1f4cc7d
107;N;The Lorax;PG;86;2012;1989-12-13;Taylor Swift;Reading, Pennsylvania, USA;d9e6a7ae2363d6cfe81af75a39377659;1-1fbc95741e027c2431a6f1a92870e535
